Id	Metabolism	Metabolism__colour	Metabolism__shape	Genome	Function	Copies__autocolour
6666666_104493_2133	Central metabolism	Red	circle	Rhodococcus equi NBRC 101255 = C 7 APJC01	transcriptional_regulator_LuxR_family	1
6666666_146897_4571	Central metabolism	Red	circle	Rhodococcus equi ATCC 33707 NZ_CM001149.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_146894_759	Central metabolism	Red	circle	Rhodococcus sp. B7740 NZ_CP010797.1	Ubiquinol__cytochrome_c_reductase_cytochrome_B_subunit__EC_1.10.2.2_	1
6666666_104487_4941	Central metabolism	Red	circle	Rhodococcus fascians A44A JMEX01 NC_012522.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104459_3151	Central metabolism	Red	circle	Rhodococcus sp. 114MFTsu31 ARTN01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104481_2873	Central metabolism	Red	circle	Rhodococcus defluvii JPOC01	4_carboxymuconolactone_decarboxylase__EC_4.1.1.44_	1
6666666_102760_4565	Central metabolism	Red	circle	Nocardia otitidiscaviarum NBRC 14405 BAGD01	hypothetical_protein	2
6666666_102785_3655	Central metabolism	Red	circle	Nocardia otitidiscaviarum IFM 11049 BATZ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_102745_5804	Central metabolism	Red	circle	Nocardia concava NBRC 100430 BAFX01	hypothetical_protein	1
6666666_102806_6258	Central metabolism	Red	circle	Nocardia niigatensis NBRC 100131 BAGC01	hypothetical_protein	1
6666666_111024_2789	Central metabolism	Red	circle	Gordonia Sihwensis Nbrc 108236 BANU01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_110978_842	Central metabolism	Red	circle	Gordonia Shandongensis Dsm 45094 AUHE01	hypothetical_protein	2
6666666_111007_2790	Central metabolism	Red	circle	Gordonia Neofelifaecis Nrrl B-59395 AEUD01	FIG00450153_hypothetical_protein	2
6666666_102741_933	Central metabolism	Red	circle	Nocardia brasiliensis IFM 10847 BAUA01	putative_secreted_protein	1
6666666_102797_351	Central metabolism	Red	circle	Nocardia sp. W9851 JNFP01	hypothetical_protein	1
6666666_102750_5792	Central metabolism	Red	circle	Nocardia brasiliensis NBRC 14402 BAFT02	Siderophore_biosynthesis_non_ribosomal_peptide_synthetase_modules_.7.7.__	1
1133849_7_2553	Central metabolism	Red	circle	Nocardia brasiliensis ATCC 700358 NC_018681.1	probable_acyl_CoA_dehydrogenase	1
6666666_102771_4382	Central metabolism	Red	circle	Nocardia veterana NBRC 100344 BAGM01	Polyketide_beta_ketoacyl_synthase_WhiE_KS_paralog	1
6666666_102747_7272	Central metabolism	Red	circle	Nocardia vinacea NBRC 16497 BAGN01	Alcohol_dehydrogenase__EC_1.1.1.1_	1
6666666_102793_4681	Central metabolism	Red	circle	Nocardia exalbida NBRC 100660 BAFZ01	Permeases_of_the_major_facilitator_superfamily	1
6666666_102798_5045	Central metabolism	Red	circle	Nocardia aobensis NBRC 100429 BAFQ01	NADH_dehydrogenase__EC_1.6.99.3_	1
6666666_102802_4515	Central metabolism	Red	circle	Nocardia sp. NRRL WC-3656 JOJF01	FIG00822472_hypothetical_protein	1
6666666_102791_7838	Central metabolism	Red	circle	Nocardia jiangxiensis NBRC 101359 BAGB01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_102766_4801	Central metabolism	Red	circle	Nocardia sp. BMG51109 JAFQ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_147084_2505	Central metabolism	Red	circle	Nocardia nova SH22a NZ_CP006850.1	hypothetical_protein	1
6666666_102751_5768	Central metabolism	Red	circle	Nocardia abscessus NBRC 100374 BAFP01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_102780_5004	Central metabolism	Red	circle	Nocardia pneumoniae NBRC 100136 BAGF01	Regulatory_protein_MerR	1
6666666_102789_2378	Central metabolism	Red	circle	Nocardia sp. CNY236 AXVD01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_102764_5197	Central metabolism	Red	circle	Nocardia transvalensis NBRC 15921 BAGL01	Formamidopyrimidine_DNA_glycosylase__EC_3.2.2.23_	1
6666666_146840_1897	Central metabolism	Red	circle	Nocardia farcinica IFM 10152 NC_006361.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_102749_4582	Central metabolism	Red	circle	Nocardia higoensis NBRC 100133 BAGA01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_102748_2778	Central metabolism	Red	circle	Nocardia asteroides NBRC 15531 BAFO02	FIG00829465_hypothetical_protein	1
6666666_112236_799	Central metabolism	Red	circle	Pilimelia anulata JOFP01	MCE_family_protein_Mce1F	1
6666666_102742_5215	Central metabolism	Red	circle	Nocardia takedensis NBRC 100417 BAGG01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_102795_3825	Central metabolism	Red	circle	Nocardia paucivorans NBRC 100373 BAGE01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_102739_5070	Central metabolism	Red	circle	Nocardia brevicatena NBRC 12119 BAFU01	Iron_regulated_heparin_binding_hemagglutinin_HbhA__Adhesin_	1
1127134_4_2029	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Nocardia cyriacigeorgica GUH-2 NC_016887.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_102779_2118	Central metabolism	Red	circle	Nocardia rhamnosiphila NBRC 108938 JOAJ01	Iron_sulphur_binding_reductase	1
6666666_102768_5114	Central metabolism	Red	circle	Nocardia testacea NBRC 100365 BAGJ01	probable_bacterial_lipocalin_protein	1
6666666_102753_4949	Central metabolism	Red	circle	Nocardia carnea NBRC 14403 BAFV01	Ribosomal_RNA_large_subunit_methyltransferase_N__EC_2.1.1.__	1
6666666_113101_3166	Central metabolism	Red	circle	Streptomyces carneus JNZF01	Transcriptional_regulator_AraC_family	1
6666666_111003_3349	Central metabolism	Red	circle	Gordonia Malaquae Nbrc 108250 BAOP01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_111056_1497	Central metabolism	Red	circle	Mycobacterium Sp. 155 AREU01	Ribosome_associated_heat_shock_protein_implicated_in_the_recycling_of_the_50S_subunit__S4_paralog_	1
6666666_110985_1999	Central metabolism	Red	circle	Mycobacterium Sp. 141 ARNS01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111002_2610	Central metabolism	Red	circle	Mycobacterium Sp. Unc410cl29cvi84 JMLM01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111029_4602	Central metabolism	Red	circle	Mycobacterium Sp. 360mftsu51 ARTK01	hypothetical_protein	1
6666666_110963_918	Central metabolism	Red	circle	Mycobacterium Sp. Unc280mftsu51 JQKU01	Propionyl_CoA_carboxylase_beta_chain__EC_6.4.1.3_	1
6666666_110996_889	Central metabolism	Red	circle	Mycobacterium Mageritense Dsm 44476 CCBF01	2_Oxobutyrate_oxidase_putative	1
6666666_110994_6501	Central metabolism	Red	circle	Mycobacterium Sp. Um_Wwy AUWS01	Diamine_acetyltransferase__EC_2.3.1.57_	1
6666666_147047_5229	Central metabolism	Red	circle	Mycobacterium rhodesiae NBB3 NC_016604.1	tmRNA_binding_protein_SmpB	1
6666666_110988_1191	Central metabolism	Red	circle	Mycobacterium Kyorinense BBKA01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_110990_2916	Central metabolism	Red	circle	Mycobacterium Xenopi Rivm700367 AJFI01	PPE_family_protein	1
6666666_111066_3474	Central metabolism	Red	circle	Mycobacterium Asiaticum Dsm 44297 CCBD01	PPE_family_protein	1
6666666_111005_5621	Central metabolism	Red	circle	Mycobacterium Parascrofulaceum Atcc Baa-614 ADNV01	Glycogen_debranching_enzyme__EC_3.2.1.__	1
6666666_110980_3243	Central metabolism	Red	circle	Mycobacterium Sp. Mac_011194_8550 JAOR01	FIG00826490_hypothetical_protein	1
6666666_110986_3682	Central metabolism	Red	circle	Mycobacterium Sp. Mac_080597_8934 JAOS01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
243243_19_3147	Central metabolism	Red	circle	Mycobacterium avium 104 NC_008595.1	NLP_P60_family_protein	1
6666666_110993_2540	Central metabolism	Red	circle	Mycobacterium Avium Subsp. Avium 2285 (R) JAOE01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111065_720	Central metabolism	Red	circle	Mycobacterium Colombiense Cect 3035 AFVW02	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111001_4512	Central metabolism	Red	circle	Mycobacterium Sp. H4y AKIG01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_147171_3058	Central metabolism	Red	circle	Mycobacterium indicus pranii MTCC 9506 NC_018612.1	FIG00823064_hypothetical_protein	1
6666666_147162_2914	Central metabolism	Red	circle	Mycobacterium yongonense 05-1390 NC_021715.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111047_1624	Central metabolism	Red	circle	Mycobacterium Intracellulare 1956 JAOG01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111021_584	Central metabolism	Red	circle	Mycobacterium Sp. Tkk-01-0059 JLXO01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_146848_2972	Central metabolism	Red	circle	Mycobacterium intracellulare ATCC 13950 NC_016946.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_110970_1193	Central metabolism	Red	circle	Mycobacterium Kansasii 824 JANY01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111058_48	Central metabolism	Red	circle	Mycobacterium Simiae Atcc 25275 = Dsm 44165 CBMJ02	Acetylglutamate_kinase__EC_2.7.2.8_	1
362242_37_1710	Central metabolism	Red	circle	Mycobacterium ulcerans Agy99 CP000325.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111038_5673	Central metabolism	Red	circle	Mycobacterium Ulcerans Str. Harvey JAOL01	hypothetical_protein	1
6666666_147096_3235	Central metabolism	Red	circle	Mycobacterium liflandii 128FXT NC_020133.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111041_2454	Central metabolism	Red	circle	Mycobacterium Marinum Mb2 ANPM01	FIG00485194_membrane_protein	1
6666666_147005_2497	Central metabolism	Red	circle	Mycobacterium marinum M NC_010612.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111017_3803	Central metabolism	Red	circle	Mycobacterium Sp. 012931 AOPX01	Acetyl_CoA_acetyltransferase	1
6666666_110965_3235	Central metabolism	Red	circle	Mycobacterium Triplex CCAU01	hypothetical_protein	1
6666666_110997_1231	Central metabolism	Red	circle	Mycobacterium Genavense Atcc 51234 JAGZ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_146858_2301	Central metabolism	Red	circle	Mycobacterium leprae Br4923 NC_011896.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_147043_1749	Central metabolism	Red	circle	Mycobacterium canettii CIPT 140010059 NC_015848.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111057_2547	Central metabolism	Red	circle	Mycobacterium Tuberculosis Cdc1551 JLBH01	COG1180_Radical_SAM_Pyruvate_formate_lyase_activating_enzyme_like	1
6666666_147123_1761	Central metabolism	Red	circle	Mycobacterium africanum GM041182 NC_015758.1	ABC_transporter_permease_protein	1
6666666_111054_615	Central metabolism	Red	circle	Mycobacterium Africanum Mal010081 JLAT01	FIG01121868_Possible_membrane_protein	1
6666666_111033_1108	Central metabolism	Red	circle	Mycobacterium Bovis Mal010093 JLAP01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111050_2370	Central metabolism	Red	circle	Mycobacterium Canettii Cipt 140070008 CAKJ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111061_2644	Central metabolism	Red	circle	Mycobacterium Tuberculosis H37rvco AJSF01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_110973_2340	Central metabolism	Red	circle	Mycobacterium Orygis 112400015 APKD01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111062_2547	Central metabolism	Red	circle	Mycobacterium Tuberculosis H37rv JLDD01	Putative_uncharacterized_protein_BCG_2054	1
6666666_110971_2531	Central metabolism	Red	circle	Mycobacterium Tuberculosis H37rvlp JREW01	FIG024795_hypothetical_protein	1
6666666_147076_1758	Central metabolism	Red	circle	Mycobacterium bovis BCG str. Tokyo 172 NC_012207.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111030_2527	Central metabolism	Red	circle	Mycobacterium Tuberculosis H37rvma JREX01	Prolyl_tRNA_synthetase__EC_6.1.1.15__bacterial_type	1
6666666_101415_1365	Central metabolism	Red	circle	Mycobacterium tuberculosis 209 LAB	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
83332_234_1775	Central metabolism	Red	circle	Mycobacterium tuberculosis H37Rv NC_000962.3	Methylglutaconyl_CoA_hydratase__EC_4.2.1.18_	1
6666666_110964_1784	Central metabolism	Red	circle	Mycobacterium Tuberculosis H37rvae AORP01	FIG00821786_hypothetical_protein	1
6666666_111027_3096	Central metabolism	Red	circle	Mycobacterium Gastri 'WAYNE' AZYN01	PROBABLE_ANTIBIOTIC_RESISTANCE_PROTEIN	1
6666666_111070_2950	Central metabolism	Red	circle	Mycobacterium Sp. Urhb0044 JIAW01	Chemotaxis_protein_methyltransferase_CheR__EC_2.1.1.80_	1
6666666_110967_3655	Central metabolism	Red	circle	Mycobacterium Tusciae Js617 AGJJ02	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_110968_166	Central metabolism	Red	circle	Mycobacterium Vaccae Atcc 25954 ALQA01	FIG037376_hypothetical_protein	1
6666666_111009_3470	Central metabolism	Red	circle	Mycobacterium Sp. Um_Rhs AUWP01	Nudix_hydrolase_family_protein_PA3470	1
6666666_111071_2821	Central metabolism	Red	circle	Mycobacterium Cosmeticum CCBB01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_146892_4831	Central metabolism	Red	circle	Mycobacterium goodii strain X7B NZ_CP012150.1	Cystathionine_gamma_lyase__EC_4.4.1.1_	1
6666666_111004_3443	Central metabolism	Red	circle	Mycobacterium Iranicum Um_Tjl AUWT01	Probable_low_affinity_inorganic_phosphate_transporter	1
6666666_147073_2931	Central metabolism	Red	circle	Mycobacterium gilvum Spyr1 NC_014814.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
350054_22_3683	Central metabolism	Red	circle	Mycobacterium gilvum PYR-GCK NC_009338.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111043_2983	Central metabolism	Red	circle	Mycobacterium Rufum JROA01	hypothetical_protein	1
6666666_146888_2521	Central metabolism	Red	circle	Mycobacterium chubuense NBB4 NC_018027.1	Putative_amidase_MSMEG_2521	1
246196_47_3170	Central metabolism	Red	circle	Mycobacterium smegmatis str. MC2 155 NC_008596.1	NADH_ubiquinone_oxidoreductase_chain_D__EC_1.6.5.3_	1
6666666_111010_3633	Central metabolism	Red	circle	Mycobacterium Smegmatis Mkd8 AOCJ01	FIG00822025_hypothetical_protein	1
6666666_110991_2434	Central metabolism	Red	circle	Mycobacterium Austroafricanum CCAW01	BarH	1
350058_13_2893	Central metabolism	Red	circle	Mycobacterium vanbaalenii PYR-1 NC_008726.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_146873_1030	Central metabolism	Red	circle	Mycobacterium chelonae ATCC 35752 NZ_CP010946.1	Guanyl_specific_ribonuclease_Sa	1
6666666_111046_1570	Central metabolism	Red	circle	Mycobacterium Fortuitum Z58 JASW01	Transmembrane_transport_protein_MmpL6	1
1299323_4_2663	Central metabolism	Red	circle	Mycobacterium abscessus 1948 NC_010397.1	Oxidoreductase_short_chain_dehydrogenase_reductase_family__EC_1.1.1.__	1
6666666_111022_5156	Central metabolism	Red	circle	Mycobacterium Chelonae 1518 JAOI01	UDP_galactose_lipid_carrier_transferase__EC_2._._.__	1
6666666_111035_2762	Central metabolism	Red	circle	Mycobacterium Abscessus 21 JAOF01	hypothetical_protein	1
6666666_147131_2660	Central metabolism	Red	circle	Mycobacterium abscessus ATCC 19977 NC_010397.1	hypothetical_protein	1
6666666_147100_2773	Central metabolism	Red	circle	Mycobacterium neoaurum VKM Ac-1815D NC_023036.2	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_110972_1238	Central metabolism	Red	circle	Mycobacterium Sp. Vkm Ac-1816d AOHQ01	Multidrug_resistance_protein_B	1
6666666_110969_3720	Central metabolism	Red	circle	Mycobacterium Sp. Unccl9 JQLT01	hypothetical_protein	1
6666666_110983_2327	Central metabolism	Red	circle	Mycobacterium Neoaurum Atcc 25795 JMDW01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111023_4259	Central metabolism	Red	circle	Mycobacterium Thermoresistibile Atcc 19527 AGVE01	hypothetical_protein	1
6666666_111012_339	Central metabolism	Red	circle	Mycobacterium Rhodesiae Js60 AGIQ01	putative_cytochrome_P450_hydroxylase	1
6666666_110992_878	Central metabolism	Red	circle	Mycobacterium Aromaticivorans Js19b1 = Jcm 16368 JALN02	possible_Rep_protein	1
6666666_111051_4802	Central metabolism	Red	circle	Mycobacterium Hassiacum Dsm 44199 ARBU01	hypothetical_protein	1
6666666_111064_5498	Central metabolism	Red	circle	Mycobacterium Farcinogenes CCAY01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_110977_3093	Central metabolism	Red	circle	Mycobacterium Septicum Dsm 44393 CBMO01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111015_452	Central metabolism	Red	circle	Mycobacterium Sp. Vkm Ac-1817d AOHR01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_147127_2990	Central metabolism	Red	circle	Mycobacterium sp. VKM Ac-1817D NZ_CP009914.1	Selenoprotein_O_and_cysteine_containing_homologs	1
6666666_111045_3988	Central metabolism	Red	circle	Mycobacterium Sp. Urhd0025 AUEQ01	19_kDa_lipoprotein_antigen_precursor	1
6666666_110984_5953	Central metabolism	Red	circle	Mycobacterium Vulneris CCBG01	78_didemethyl_8_hydroxy_5_deazariboflavin_synthase_subunit_1___78_didemethyl_8_hydroxy_5_deazariboflavin_synthase_subunit_2	1
6666666_111037_5229	Central metabolism	Red	circle	Mycobacterium Phlei Rivm601174 AJFJ01	FIG00825230_hypothetical_protein	1
6666666_110999_547	Central metabolism	Red	circle	Gordonia Sputi Nbrc 100414 BAFC01	Tryptophan_synthase_alpha_chain__EC_4.2.1.20_	1
6666666_111014_525	Central metabolism	Red	circle	Gordonia Aichiensis Nbrc 108223 BANR01	hypothetical_protein	1
6666666_111069_1338	Central metabolism	Red	circle	Gordonia Otitidis Nbrc 100426 BAFB01	tRNA_Arg_TCT	1
6666666_111040_1727	Central metabolism	Red	circle	Gordonia Araii Nbrc 100433 BAEE01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_146877_1443	Central metabolism	Red	circle	Amycolicicoccus subflavus DQS3-9A1 NC_015564.1	Na___H___antiporter_subunit_D	1
6666666_111049_1019	Central metabolism	Red	circle	Gordonia Amicalis Nbrc 100051 = Jcm 11271 BANS01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111018_2073	Central metabolism	Red	circle	Gordonia Alkanivorans Cgmcc 6845 AYXO01	Histidyl_tRNA_synthetase__EC_6.1.1.21_	1
6666666_111031_3037	Central metabolism	Red	circle	Gordonia Paraffinivorans Nbrc 108238 BAOQ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111028_1416	Central metabolism	Red	circle	Gordonia Namibiensis Nbrc 108229 BAHE01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_110987_1974	Central metabolism	Red	circle	Gordonia Polyisoprenivorans Hw436 ARVZ01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_110979_1474	Central metabolism	Red	circle	Gordonia Kroppenstedtii Dsm 45133 AQYG01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_104528_3857	Central metabolism	Red	circle	Rhodococcus triatomae BKS 15-14 AODO01	Uncharacterized_protein_Rv1841c_MT1889	2
6666666_110976_1761	Central metabolism	Red	circle	Gordonia Amarae Nbrc 15530 BAED01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_110998_3639	Central metabolism	Red	circle	Gordonia Terrae JNXA01	Chromate_transport_protein_ChrA	1
6666666_146910_3084	Central metabolism	Red	circle	Gordonia sp. KTR9 NC_018581.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111019_3508	Central metabolism	Red	circle	Gordonia Rubripertincta Nbrc 101908 BAHB01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111006_2986	Central metabolism	Red	circle	Gordonia Hirsuta Dsm 44140 = Nbrc 16056 BANT01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_111025_1157	Central metabolism	Red	circle	Gordonia Soli Nbrc 108243 BANX01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
6666666_111053_1925	Central metabolism	Red	circle	Gordonia Effusa Nbrc 100432 BAEH01	Lipoprotein_LpqU	1
6666666_102746_1187	Central metabolism	Red	circle	Nocardia sp. 348MFTsu51 ARTM01	Malto_oligosyltrehalose_synthase__EC_5.4.99.15_	1
6666666_112785_1304	Central metabolism	Red	circle	Microbispora sp. NRRL B-24597 JOAF01	Acetaldehyde_dehydrogenase_acetylating__EC_1.2.1.10__in_gene_cluster_for_degradation_of_phenols_cresols_catechol	1
6666666_113010_1299	Central metabolism	Red	circle	Kitasatospora arboriphila strain NRRL B-24581 JNYV01	Bifunctional_protein_zinc_containing_alcohol_dehydrogenase_quinone_oxidoreductase___NADPHquinone_reductase___EC_1.1.1.___Similar_to_arginate_lyase	1
6666666_111167_1733	Central metabolism	Red	circle	Williamsia Sp. D3 AYTE01	Transcriptional_regulator_AraC_family	1
6666666_111067_1955	Central metabolism	Red	circle	Gordonia Rhizosphera Nbrc 16068 BAHC01	2_isopropylmalate_synthase__EC_2.3.3.13_	1
526226_13_3017	Central metabolism	Red	circle	Gordonia bronchialis DSM 43247 NC_013441.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
101510_30_1062	Central metabolism	Red	circle	Rhodococcus jostii RHA1 NC_008268.1	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104448_3903	Central metabolism	Red	circle	Rhodococcus wratislaviensis NBRC 100605 BAWF01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104457_5635	Central metabolism	Red	circle	Rhodococcus imtechensis RKJ300 = JCM 13270 AJJH01	Putative_oxidoreductase_YncB	2
6666666_104534_3388	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Rhodococcus erythropolis R138 ASKF01	Dihydrofolate_synthase__EC_6.3.2.12__.3.2.17_	2
6666666_147102_3474	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Rhodococcus erythropolis PR4 NC_012490.1	hypothetical_protein	2
6666666_104530_2499	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Rhodococcus erythropolis XP AGCF01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104466_1237	Central metabolism	Red	circle	Rhodococcus opacus NRRL B-24011 JOIM01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104503_4845	Central metabolism	Red	circle	Rhodococcus qingshengii BKS 20-40 AODN01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104452_2268	Central metabolism	Red	circle	Rhodococcus erythropolis SK121 ACNO01	FIG00995179_hypothetical_protein	2
632772_10_3475	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Rhodococcus opacus B4 NC_012522.1	major_facilitator_superfamily_MFS_1	2
6666666_104538_5856	Central metabolism	Red	circle	Rhodococcus rhodochrous JNWS01	hypothetical_protein	2
6666666_104492_4189	Central metabolism	Red	circle	Rhodococcus rhodnii LMG 5362 APMY01	Ribonucleotide_reductase_of_class_Ib__aerobic__beta_subunit__EC_1.17.4.1_	1
6666666_104684_3266	Central metabolism	Red	circle	Lechevalieria aerocolonigenes JOFI01	FIG01125890_hypothetical_protein	3
6666666_149162_6625	Central metabolism	Red	circle	Lechevalieria aerocolonigenes NRRLB3298 JOFI01	Superoxide_dismutase_Fe__EC_1.15.1.1_	3
6666666_149161_3268	Central metabolism	Red	circle	Lechevalieria aerocolonigenes NRRLB16140 JYJG01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	3
6666666_104716_5688	Central metabolism	Red	circle	Lentzea albidocapillata JOEA01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_148923_2740	Central metabolism	Red	circle	Lentzea albidocapillata NRRL B-24057 NZ_JOEA00000000	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_148777_185	Central metabolism	Red	circle	Lentzea sp CC55 LAB	Branched_chain_amino_acid_transport_ATP_binding_protein_LivG__TC_3.A.1.4.1_	2
6666666_146912_6835	Central metabolism	Red	circle	Saccharothrix espanaensis DSM 44229 NC_019673.1	Uncharacterized_protein_Q1_colocalized_with_Q	2
6666666_148798_3766	Central metabolism	Red	circle	Saccharothrix syringae NRRL B-16468 NZ_JNYO01000004	Alkaline_serine_exoprotease_A_precursor__EC_3.4.21.__	2
6666666_105527_5756	Central metabolism	Red	circle	Saccharothrix syringae JNYO01	Ribose_ABC_transport_system_periplasmic_ribose_binding_protein_RbsB__TC_3.A.1.2.1_	2
6666666_148793_1337	Central metabolism	Red	circle	Saccharothrix sp NRRL B-16348 LGED01	Phosphoenolpyruvate_carboxykinase_GTP__EC_4.1.1.32_	2
6666666_105524_6489	Central metabolism	Red	circle	Saccharothrix sp. NRRL B-16314 JNXC01	N_Acetyl_D_glucosamine_ABC_transport_system_permease_protein_1	2
6666666_104734_3488	Central metabolism	Red	circle	Kutzneria sp. 744 ACQP01	NAD_dependent_formate_dehydrogenase__EC_1.2.1.2_	1
6666666_104692_4231	Central metabolism	Red	circle	Actinoalloteichus cyanogriseus NRRL B-2194 JODV01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_104664_1880	Central metabolism	Red	circle	Actinoalloteichus cyanogriseus NRRL ISP-5103 JOAL01	Hydroxymethylpyrimidine_ABC_transporter_substrate_binding_component	2
6666666_104683_3440	Central metabolism	Red	circle	Actinoalloteichus cyanogriseus DSM 43889 AUBJ01	Tricarboxylate_transport_membrane_protein_TctA	2
6666666_112809_1968	Central metabolism	Red	circle	Actinoalloteichus spitiensis RMV-1378 AGVX02	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	2
6666666_146899_5850	Central metabolism	Red	circle	Saccharopolyspora erythraea NRRL 2338 NC_009142.1	Xanthine_dehydrogenase_iron_sulfur_subunit__EC_1.17.1.4_	1
6666666_104572_1772	Central metabolism	Red	circle	Saccharopolyspora erythraea D AVCN01	Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_	1
