Id	Metabolism	Metabolism__colour	Metabolism__shape	Genome	Function	Copies__autocolour
6666666_212084_1044	Central metabolism	Red	circle	Prochlorococcus sp scB241_527N11 JFLB01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212102_1044	Central metabolism	Red	circle	Prochlorococcus sp scB245a_518E10 JFNC01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212234_1000	Central metabolism	Red	circle	Prochlorococcus sp scB241_528K19 JFLF01	Phytochrome_like_protein_two_component_sensor_histidine_kinase	2
6666666_212181_387	Central metabolism	Red	circle	Prochlorococcus sp scB243_498M14 JFMU01	ABC_type_sugar_transport_system_periplasmic_component	1
6666666_212090_719	Central metabolism	Red	circle	Prochlorococcus sp scB245a_521M10 JFOA01	FIG00940651_hypothetical_protein	2
6666666_212343_785	Central metabolism	Red	circle	Prochlorococcus sp scB241_528N8 JFLI01	Excinuclease_ABC_subunit_C	2
6666666_212171_324	Central metabolism	Red	circle	Prochlorococcus sp scB245a_521N3 JFOB01	Twin_arginine_translocation_protein_TatB	1
6666666_212281_667	Central metabolism	Red	circle	Prochlorococcus sp scB241_529O19 JFLS01	Possible_high_light_inducible_protein	2
6666666_212214_1051	Central metabolism	Red	circle	Prochlorococcus sp scB245a_518K17 JFNF01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212054_515	Central metabolism	Red	circle	Prochlorococcus sp scB243_498P3 JFMY01	Possible_gibberellin_regulated_protein_precursor	1
6666666_212186_546	Central metabolism	Red	circle	Prochlorococcus sp scB241_527I9 JFKX01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212270_790	Central metabolism	Red	circle	Prochlorococcus sp scB243_498N4 JFMV01	FIG00940849_hypothetical_protein	2
6666666_212203_918	Central metabolism	Red	circle	Prochlorococcus sp scB243_495L20 JFLX01	hypothetical_protein	1
6666666_212370_1063	Central metabolism	Red	circle	Prochlorococcus sp scB245a_518A17 JFMZ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212217_1040	Central metabolism	Red	circle	Prochlorococcus sp scB245a_518J7 JFNE01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212163_817	Central metabolism	Red	circle	Prochlorococcus sp scB243_496A2 JFMC01	Aldo_keto_reductase_family	2
6666666_212128_419	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 9401 MIT 9401 JNAR01	FIG00940421_hypothetical_protein	2
6666666_212219_1569	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 9321 MIT 9321 JNAP01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212247_199	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 9322 MIT 9322 JNAQ01	Peptide_methionine_sulfoxide_reductase_MsrA__EC_1.8.4.11_	2
6666666_212139_261	Central metabolism	Red	circle	Prochlorococcus sp scB243_497N18 JFMK01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212325_707	Central metabolism	Red	circle	Prochlorococcus sp REDSEA_S23_B1 LUPU01	Serine_peptidase__Alpha_beta_hydrolase_superfamily__fused_to_N__terminal_uncharacterized_domain_specific_to_cyanobacteria	2
6666666_212077_756	Central metabolism	Red	circle	Prochlorococcus sp scB245a_520F22 JFNT01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212125_1501	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 9314 MIT 9314 JNAO01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212089_1094	Central metabolism	Red	circle	Prochlorococcus sp scB243_498B22 JFMM01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212236_567	Central metabolism	Red	circle	Prochlorococcus sp scB243_498N8 JFMW01	Cyanobacteria_specific_RpoD_like_sigma_factor_type_12	1
6666666_212169_693	Central metabolism	Red	circle	Prochlorococcus sp scB241_528J14 JFLD01	1516_dihydrobiliverdinferredoxin_oxidoreductase_PebA__EC_1.3.7.2_	1
6666666_212151_364	Central metabolism	Red	circle	Prochlorococcus sp REDSEA_S28_B1 LUPV01	3_methyl_2_oxobutanoate_hydroxymethyltransferase__EC_2.1.2.11_	2
6666666_212258_1560	Central metabolism	Red	circle	Prochlorococcus marinus str SB SB JNAS01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212182_37	Central metabolism	Red	circle	Prochlorococcus sp REDSEA_S17_B1 LUPS01	Biotin_synthase__EC_2.8.1.6_	1
6666666_212293_716	Central metabolism	Red	circle	Prochlorococcus sp REDSEA_S22_B1 LUPT01	Homoserine_O_acetyltransferase__EC_2.3.1.31_	1
6666666_212063_1208	Central metabolism	Red	circle	Prochlorococcus sp scB241_528J8 JFLE01	FIG00941210_hypothetical_protein	2
6666666_212360_981	Central metabolism	Red	circle	Prochlorococcus sp scB243_498A3 JFML01	Possible_high_light_inducible_protein	2
6666666_212297_1848	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 9201 MIT 9201 JNAL01	possible_DnaJ_central_domain__4_repeats_	2
6666666_212362_573	Central metabolism	Red	circle	Prochlorococcus sp scB245a_521C8 JFNY01	phosphoribosyltransferase	2
6666666_212070_1084	Central metabolism	Red	circle	Prochlorococcus sp scB241_529D18 JFLO01	Ribosomal_large_subunit_pseudouridine_synthase_F__EC_4.2.1.70_	2
6666666_212179_1278	Central metabolism	Red	circle	Prochlorococcus sp scB243_497J18 JFMJ01	putative_signal_peptidase	1
6666666_212134_1000	Central metabolism	Red	circle	Prochlorococcus sp scB241_529J15 JFLQ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212287_570	Central metabolism	Red	circle	Prochlorococcus sp scB245a_519C7 JFNJ01	Hypothetical_membrane_protein_PMM1568_homolog	2
6666666_212262_981	Central metabolism	Red	circle	Prochlorococcus sp scB243_495D8 JFLT01	Uroporphyrinogen_III_methyltransferase__EC_2.1.1.107_	2
6666666_212304_968	Central metabolism	Red	circle	Prochlorococcus sp scB241_528N17 JFLG01	FIG000325_clustered_with_transcription_termination_protein_NusA	2
6666666_212345_1117	Central metabolism	Red	circle	Prochlorococcus sp scB241_527L22 JFLA01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	1
6666666_212481_847	Central metabolism	Red	circle	Prochlorococcus marinus str. MIT 9312 CP000111.1	hypothetical_protein	2
6666666_212162_303	Central metabolism	Red	circle	Prochlorococcus marinus str MIT 9311 MIT 9311 JNAN01	FIG00940540_hypothetical_protein	2
6666666_212105_1082	Central metabolism	Red	circle	Prochlorococcus sp scB241_528O2 JFLJ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212478_834	Central metabolism	Red	circle	Prochlorococcus marinus str. NATL2A CP000095.2	NADH_dehydrogenase_subunit_5_Involved_in_CO2_fixation	1
6666666_212417_855	Central metabolism	Red	circle	Prochlorococcus marinus str. NATL1A CP000553.1	6_pyruvoyl_tetrahydrobiopterin_synthase__EC_4.2.3.12_	2
6666666_212165_445	Central metabolism	Red	circle	Prochlorococcus marinus str PAC1 PAC1 JNAX01	Acetylornithine_aminotransferase__EC_2.6.1.11_	2
6666666_212465_888	Central metabolism	Red	circle	Prochlorococcus sp. MIT 0801 CP007754.1	FIG01225812_hypothetical_protein	2
BGC0001484_APC23280	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0001484_APC23280	Natural Products	1
6666666_212315_5897	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Oscillatoriales cyanobacterium MTP1 MTP1 LNAA01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	3
6666666_212294_192	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Tolypothrix campylonemoides VB511288 VB511288 JXCB01	Nuclease	3
6666666_212142_4354	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Hassallia byssoidea VB512170 VB512170 JTCM01	ATP_dependent_DNA_ligase__EC_6.5.1.1__clustered_with_Ku_protein_LigD	5
6666666_212142_8468	Secondary metabolsim (antiSMASH)	Cyan	circle	Hassallia byssoidea VB512170 VB512170 JTCM01	Glycosyl_hydrolase_BNR_repeat_precursor	5
6666666_212240_4979	Secondary metabolsim (antiSMASH)	Cyan	circle	Aphanocapsa montana BDHKU210001 BDHKU210001 JTJD01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	2
6666666_212455_109	Secondary metabolsim (antiSMASH)	Cyan	circle	Prochlorococcus marinus str. MIT 9313 BX548175.1	Argininosuccinate_lyase__EC_4.3.2.1_	2
6666666_212358_2756	Secondary metabolsim (antiSMASH)	Cyan	circle	Geitlerinema sp BBD 1991_9 LWRO01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	3
BGC0000775_CAB65215	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0000775_CAB65215	Natural Products	1
6666666_212445_856	expansion	Gray	circle	Pseudanabaena sp. PCC 7367 CP003592.1	FIG056164_rhomboid_family_serine_protease	2
6666666_212254_4187	expansion	Gray	circle	Pseudanabaena sp PCC 6802 PCC 6802 ALVK01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212168_129	expansion	Gray	circle	Pseudanabaena biceps PCC 7429 PCC 7429 ALWB01	hypothetical_protein	2
6666666_212327_1821	expansion	Gray	circle	Pseudanabaena sp 'Roaring Creek' Roaring Creek LIRE01	hypothetical_protein	2
6666666_212452_1202	expansion	Gray	circle	Synechococcus sp. UTEX 2973 CP006471.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212390_2292	expansion	Gray	circle	Synechococcus elongatus PCC 7942 CP000100.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212404_1244	expansion	Gray	circle	Thermosynechococcus elongatus BP-1 BA000039.2	Type_IV_fimbrial_assembly_protein_PilC	2
6666666_212440_2325	expansion	Gray	circle	Synechococcus sp. PCC 6312 CP003558.1	Methyl_accepting_chemotaxis_protein	2
6666666_212277_7623	expansion	Gray	circle	Leptolyngbya sp PCC 7375 PCC 7375 ALVN01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212232_3514	expansion	Gray	circle	Rubidibacter lacunae KORDI 51_2 KORDI 51_2 ASSJ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212415_1514	expansion	Gray	circle	Leptolyngbya sp. O-77 AP017367.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212119_3931	Secondary metabolsim (antiSMASH)	Cyan	circle	Acaryochloris sp CCMEE 5410 CCMEE 5410 AFEJ01	DNA_sulfur_modification_protein_DndE	2
6666666_212472_5481	Secondary metabolsim (antiSMASH)	Cyan	circle	Acaryochloris marina MBIC11017 CP000828.1	probable_short_chain_dehydrogenase	2
6666666_212375_4850	expansion	Gray	circle	Prochlorothrix hollandica PCC 9006 PCC 9006 ANKN01	Heterocyst_differentiation_control_protein__EC_3.4.21.__	2
6666666_212183_3143	expansion	Gray	circle	Prochlorothrix hollandica PCC 9006 AJTX02	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212430_3208	expansion	Gray	circle	Microcoleus sp. PCC 7113 CP003630.1	Phosphate_regulon_sensor_protein_PhoR__SphS___EC_2.7.13.3_	2
6666666_212082_308	expansion	Gray	circle	Coleofasciculus chthonoplastes PCC 7420 PCC 7420 ABRS01	hypothetical_protein	2
6666666_212060_5478	expansion	Gray	circle	Moorea producens 3L 3L AEPQ01	hypothetical_protein	2
6666666_212333_2100	expansion	Gray	circle	Planktothricoides sp SR001 SR001 LIUQ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212198_1617	Central metabolism	Red	circle	Leptolyngbya valderiana BDU 20041 BDU 20041 LSYZ01	hypothetical_protein	1
6666666_212150_2692	expansion	Gray	circle	Geitlerinema sp PCC 7105 PCC 7105 ANFQ01	Sulfate_adenylyltransferase_dissimilatory_type__EC_2.7.7.4_	2
6666666_212358_691	expansion	Gray	circle	Geitlerinema sp BBD 1991_9 LWRO01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	3
6666666_212187_2311	expansion	Gray	circle	Limnothrix sp P13C2 MBRF01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212422_3292	Secondary metabolsim (antiSMASH)	Cyan	circle	Pleurocapsa sp. PCC 7327 CP003590.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212431_1082	expansion	Gray	circle	Stanieria cyanosphaera PCC 7437 CP003653.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212291_4336	expansion	Gray	circle	Spirulina subsalsa PCC 9445 PCC 9445 ALVR01	PatU	2
6666666_212428_2303	expansion	Gray	circle	Halothece sp. PCC 7418 CP003945.1	Alkyl_hydroperoxide_reductase_subunit_C_like_protein	2
6666666_212480_4574	expansion	Gray	circle	Fischerella sp. NIES-3754 AP017305.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212367_1461	expansion	Gray	circle	Fischerella sp JSC_11 JSC_11 AGIZ01	Fe_S_oxidoreductases_of_moaA_nifB_pqqE_family	2
6666666_212365_3619	expansion	Gray	circle	Fischerella thermalis PCC 7521 PCC 7521 AJLL01	L_asparaginase__EC_3.5.1.1_	2
6666666_212191_3423	expansion	Gray	circle	Fischerella muscicola PCC 7414 PCC 7414 AJLK01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212152_6673	expansion	Gray	circle	Mastigocladus laminosus UU774 UU774 JXIJ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212114_5214	expansion	Gray	circle	Fischerella muscicola SAG 1427_1 = PCC 73103 SAG 1427_1 = PCC 73103 AJLJ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212185_783	expansion	Gray	circle	Fischerella sp PCC 9431 PCC 9431 ALVX01	hypothetical_protein	2
6666666_212201_1270	expansion	Gray	circle	Hapalosiphon sp MRB220 MRB220 LIRN01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212069_4945	expansion	Gray	circle	Chlorogloeopsis fritschii PCC 9212 PCC 9212 AJLM01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212112_2436	expansion	Gray	circle	Chlorogloeopsis fritschii PCC 6912 PCC 6912 AJLN01	NifX_associated_protein	2
6666666_212176_5573	expansion	Gray	circle	Fischerella sp PCC 9605 PCC 9605 ALVT01	hypothetical_protein	2
6666666_212391_1085	expansion	Gray	circle	Microcystis aeruginosa NIES-2549 CP011304.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212488_1101	expansion	Gray	circle	Microcystis aeruginosa NIES-2481 CP012375.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212283_4036	expansion	Gray	circle	Microcystis aeruginosa PCC 9701 9701 CAIQ01	hypothetical_protein	2
6666666_212331_4850	expansion	Gray	circle	Microcystis sp T1_4 T1_4 CAIP01	Protein_of_unknown_function_DUF820	2
6666666_212363_2390	expansion	Gray	circle	Microcystis aeruginosa DIANCHI905 DIANCHI905 AOCI01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212438_1501	expansion	Gray	circle	Microcystis panniformis FACHB-1757 CP011339.1	4__phosphopantetheinyl_transferase__EC_2.7.8.__	2
6666666_212237_5239	expansion	Gray	circle	Microcystis aeruginosa PCC 9443 9443 CAIJ01	LL_diaminopimelate_aminotransferase__EC_2.6.1.83_	2
6666666_212274_4235	expansion	Gray	circle	Microcystis aeruginosa PCC 9807 9807 CAIM01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212354_4323	expansion	Gray	circle	Microcystis aeruginosa PCC 9809 9809 CAIO01	Ferredoxin	2
6666666_212344_2849	Secondary metabolsim (antiSMASH)	Cyan	circle	Myxosarcina sp GI1 GI1 JRFE01	Putative_predicted_metal_dependent_hydrolase	2
6666666_212256_4448	expansion	Gray	circle	Synechocystis sp PCC 7509 PCC 7509 ALVU02	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212289_620	expansion	Gray	circle	Aliterella atlantica CENA595 CENA595 JYON01	possible_haloacid_dehalogenase_like_hydrolase	2
6666666_212329_1130	expansion	Gray	circle	Geminocystis herdmanii PCC 6308 PCC 6308 ALVO01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212437_144	expansion	Gray	circle	Geminocystis sp. NIES-3709 AP014821.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212385_60	expansion	Gray	circle	Geminocystis sp. NIES-3708 AP014815.1	two_component_response_regulator	2
6666666_212482_1385	expansion	Gray	circle	Cyanobacterium stanieri PCC 7202 CP003940.1	N_acetylmuramoyl_L_alanine_amidase__EC_3.5.1.28_	2
6666666_212486_3137	expansion	Gray	circle	Cyanobacterium aponinum PCC 10605 CP003947.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212419_3007	expansion	Gray	circle	Leptolyngbya sp. PCC 7376 CP003946.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212359_1697	expansion	Gray	circle	Synechococcus sp NKBG042902 NKBG042902 BAWS01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212477_1720	expansion	Gray	circle	Synechococcus sp. PCC 7002 CP000951.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212463_1760	expansion	Gray	circle	Synechococcus sp. PCC 7117 CP016477.1	hypothetical_protein	2
6666666_212468_1752	expansion	Gray	circle	Synechococcus sp. PCC 73109 CP013998.1	RNA_binding_protein_Jag	2
6666666_212386_1743	expansion	Gray	circle	Synechococcus sp. PCC 8807 CP016483.1	hypothetical_protein	2
6666666_212153_743	expansion	Gray	circle	Synechococcus sp NKBG15041c NKBG15041c BAUB01	Type_I_restriction_modification_system_restriction_subunit_R__EC_3.1.21.3_	2
6666666_212426_3047	Secondary metabolsim (antiSMASH)	Cyan	circle	Chamaesiphon minutus PCC 6605 CP003600.1	hypothetical_protein	2
6666666_212115_1615	expansion	Gray	circle	Richelia intracellularis HH01 HH01 CAIY01	Argininosuccinate_lyase__EC_4.3.2.1_	2
6666666_212278_4166	expansion	Gray	circle	Richelia intracellularis RC01 CBZS01	Pirin_related_protein	2
6666666_212483_2136	expansion	Gray	circle	Calothrix sp. PCC 6303 CP003610.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212095_9945	Secondary metabolsim (antiSMASH)	Cyan	circle	Calothrix sp PCC 7103 PCC 7103 ALVJ01	Metallophosphoesterase	2
6666666_212469_2590	expansion	Gray	circle	Rivularia sp. PCC 7116 CP003549.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212265_3689	expansion	Gray	circle	Chrysosporum ovalisporum UAM_MAO CDHJ01	FIG00873692_hypothetical_protein	2
6666666_212414_3174	expansion	Gray	circle	Nodularia spumigena CCY9414 CP007203.2	FOG_TPR_repeat	2
6666666_212306_1016	expansion	Gray	circle	Nodularia spumigena CENA596 CENA596 LWAJ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212249_4360	expansion	Gray	circle	Anabaena sp CA = ATCC 33047 ATCC 33047 LUHI01	DNA_recombination_and_repair_protein_RecO	2
6666666_212200_3855	expansion	Gray	circle	Anabaena sp 4_3 4_3 LUHJ01	Circadian_input_kinase_A	2
6666666_212449_83	expansion	Gray	circle	Nostoc sp. PCC 7524 CP003552.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212142_10066	expansion	Gray	circle	Hassallia byssoidea VB512170 VB512170 JTCM01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	5
6666666_212309_1212	expansion	Gray	circle	Scytonema hofmanni UTEX 2349 UTEX 2349 ALWD01	DnaJ_protein	2
6666666_212230_635	expansion	Gray	circle	Nostoc sp KVJ20 KVJ20 LSSA01	FIG00873636_hypothetical_protein	2
6666666_212458_5182	expansion	Gray	circle	Nostoc punctiforme PCC 73102 CP001037.1	ORF_IDalr5182	2
6666666_212332_8887	expansion	Gray	circle	Scytonema tolypothrichoides VB_61278 VB_61278 JXCA01	hypothetical_protein	2
6666666_212294_5910	Secondary metabolsim (antiSMASH)	Cyan	circle	Tolypothrix campylonemoides VB511288 VB511288 JXCB01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	3
6666666_212053_6445	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Scytonema millei VB511283 VB511283 JTJC02	hypothetical_protein	1
6666666_212456_4834	expansion	Gray	circle	Cylindrospermum stagnale PCC 7417 CP003642.1	Peptide_chain_release_factor_2_programmed_frameshift_containing	2
6666666_212227_3490	expansion	Gray	circle	Fortiea contorta PCC 7126 PCC 7126 ANFJ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212062_7242	expansion	Gray	circle	Tolypothrix sp PCC 7601 UTEX B 481 AGCR01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212436_492	expansion	Gray	circle	Chroococcidiopsis thermalis PCC 7203 CP003597.1	Putative_inner_membrane_protein	2
6666666_212395_2702	expansion	Gray	circle	Nostoc sp. PCC 7107 CP003548.1	Cell_division_protein_FtsA	2
6666666_212388_1122	expansion	Gray	circle	Anabaena variabilis ATCC 29413 CP000117.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212224_1996	expansion	Gray	circle	Anabaena sp 39858 LJOR01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212447_2556	expansion	Gray	circle	Nostoc sp. NIES-3756 AP017295.1	hypothetical_protein	2
6666666_212429_3175	expansion	Gray	circle	Nostoc sp. PCC 7120 BA000019.2	Putative_hemagglutinin_related_protein	2
6666666_212166_3747	expansion	Gray	circle	Mastigocoleus testarum BC008 BC008 LMTZ01	FIG01121686_hypothetical_protein	3
6666666_212166_3768	expansion	Gray	circle	Mastigocoleus testarum BC008 BC008 LMTZ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	3
6666666_212321_3005	expansion	Gray	circle	Mastigocoleus testarum BC008 BC008 AXAQ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	5
6666666_212067_2187	Secondary metabolsim (antiSMASH)	Cyan	circle	Cylindrospermopsis sp CR12 CR12 LMVE01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212172_1018	Secondary metabolsim (antiSMASH)	Cyan	circle	Cylindrospermopsis raciborskii CS_505 CS_505 ACYA01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212292_1378	Secondary metabolsim (antiSMASH)	Cyan	circle	Cylindrospermopsis raciborskii CS505 CS505 LYXA01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212093_2113	expansion	Gray	circle	Raphidiopsis brookii D9 D9 ACYB01	HMP_PP_hydrolase__pyridoxal_phosphatase__Cof_detected_in_genetic_screen_for_thiamin_metabolic_genes__PMID15292217_	2
6666666_212161_2516	Secondary metabolsim (antiSMASH)	Cyan	circle	Cylindrospermopsis raciborskii ITEP_A1 ITEP_A1 LUBZ01	hypothetical_protein	2
6666666_212313_10	expansion	Gray	circle	Sphaerospermopsis aphanizomenoides BCCUSP55 BCCUSP55 LUFH01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212103_852	expansion	Gray	circle	Anabaena sp CRKS33 LJOT01	Inosine_5__monophosphate_dehydrogenase__EC_1.1.1.205_	2
6666666_212213_3591	expansion	Gray	circle	Dolichospermum circinale AWQC131C AWQC131C APIY01	hypothetical_protein	2
6666666_212156_792	expansion	Gray	circle	Dolichospermum circinale AWQC310F AWQC310F APIZ01	conserved_MIase_like_protein	2
6666666_212205_2567	expansion	Gray	circle	Aphanizomenon flos_aquae MDT13 LJOY01	Protoporphyrin_IX_Mg_chelatase_subunit_H__EC_6.6.1.1_	2
6666666_212109_2790	expansion	Gray	circle	Aphanizomenon flos_aquae MDT14a LJOX01	High_affnity_carbon_uptake_protein_Hat_HatR	2
6666666_212243_4462	expansion	Gray	circle	Aphanizomenon flos_aquae WA102 LJOW01	hypothetical_protein	2
6666666_212348_4322	expansion	Gray	circle	Anabaena sp WA113 LJOS01	dTDP_glucose_46_dehydratase__EC_4.2.1.46_	2
6666666_212218_2797	Secondary metabolsim (antiSMASH)	Cyan	circle	Anabaena sp 39864 LJOQ01	Iron_sulfur_cluster_assembly_protein_SufD	2
6666666_212364_4225	Secondary metabolsim (antiSMASH)	Cyan	circle	Anabaena sp 39865 LJOP01	2_C_methyl_D_erythritol_4_phosphate_cytidylyltransferase__EC_2.7.7.60_	2
6666666_212356_3750	expansion	Gray	circle	Anabaena sp MDT14b LJOV01	soluble_2Fe_2S_ferredoxin	2
6666666_212462_1706	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Anabaena sp. 90 CP003284.1	Methionine_ABC_transporter_ATP_binding_protein	1
6666666_212220_2734	Secondary metabolsim (antiSMASH)	Cyan	circle	Aphanizomenon flos_aquae NIES_81 NIES_81 AZYY01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212387_5683	Secondary metabolsim (antiSMASH)	Cyan	circle	Anabaena sp. wa102 CP011456.1	RTX_toxins_and_related_Ca2_binding_proteins	2
6666666_212221_589	expansion	Gray	circle	Aphanizomenon flos_aquae 2012/KM1/D3 2012/KM1/D3 JSDP01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	3
6666666_212221_2143	Secondary metabolsim (antiSMASH)	Cyan	circle	Aphanizomenon flos_aquae 2012/KM1/D3 2012/KM1/D3 JSDP01	hypothetical_protein	3
6666666_212133_4858	Secondary metabolsim (antiSMASH)	Cyan	circle	Anabaena sp WA93 LJOU01	Mobile_element_protein	2
6666666_212138_5511	expansion	Gray	circle	Cyanothece sp CCY0110 CCY0110 AAXW01	hypothetical_protein	2
